,Tweets,cleanedTweets
433,"@TheCryptoDog ""yes"" wins? Apart from huge gains you can have: Crypto just makes so much fun! What a time to be alive and being part of this early era. Mind blowing when you think of all the possibilities, what developed until today and will come in the future. Fckn NO is my answer lol"," ""yes"" wins? Apart from huge gains you can have: Crypto just makes so much fun! What a time to be alive and being part of this early era. Mind blowing when you think of all the possibilities, what developed until today and will come in the future. Fckn NO is my answer lol"
434,"@uncnsr3d @spectatorindex I don't know. The world has shown that there are enough idiots around to push a campaign forward.

Crypto and Bitcoin came in mysterious ways and until today no one has claimed to be the inventor, but after a while it became a huge thing. Now that we accepted it, next step here.","  I don't know. The world has shown that there are enough idiots around to push a campaign forward.  Crypto and Bitcoin came in mysterious ways and until today no one has claimed to be the inventor, but after a while it became a huge thing. Now that we accepted it, next step here."
435,"I was so disappointed 😞 with today IEO from @FTX_Official I have no word to say! 
Until today I could bet with my life they were different, now I can conclude our only chance to succeed with #Crypto are #DEX -s.","I was so disappointed 😞 with today IEO from  I have no word to say!  Until today I could bet with my life they were different, now I can conclude our only chance to succeed with Crypto are DEX -s."
436,"10/12 When we test this theory with web3 and crypto from 2018 until today, we see we have a long way to go.

We aren't anywhere near full adoption.

Mobile-native applications will help us get there. https://t.co/Sjst0jVitS","10/12 When we test this theory with web3 and crypto from 2018 until today, we see we have a long way to go.  We aren't anywhere near full adoption.  Mobile-native applications will help us get there. "
437,"@TheRealPlanC @bytkojn @blaakke @TechDev_52 @MatthewHyland_ @decodejar @BTCfuel @JohalMiles @OnChainCollege @crypto_futur @Cryptoprofe_ @rickus_trades can you explain it for me?  According to market behavior so far, the Hawing cycle until today  in the second half,  
 was downtrend or trading. Do you mean that this time the trend will not go down as much as before?","            can you explain it for me?  According to market behavior so far, the Hawing cycle until today  in the second half,    was downtrend or trading. Do you mean that this time the trend will not go down as much as before?"
438,"THREE more hours until today’s Twitter Spaces with @clutch_wallet and so many incredible women building in Web3! Learn how to:
- Do your research into crypto investments ✅
- Lead a DAO ✅
- Build your crypto portfolio ✅ https://t.co/RmvE5GrbH5",THREE more hours until today’s Twitter Spaces with  and so many incredible women building in Web3! Learn how to: - Do your research into crypto investments ✅ - Lead a DAO ✅ - Build your crypto portfolio ✅ 
439,"@Whsketngo @ponzislayer6 @The_Crypto_Wiz I didn’t realize some people bought that early until today.

I did check Presells on etherscan but didn’t check the dates they bought.",   I didn’t realize some people bought that early until today.  I did check Presells on etherscan but didn’t check the dates they bought.
440,@stackin_crypto @Delta I flew Delta for years and never had a problem until today. Shit is crazy. I’m supposed to be at an event that starts at 6 😢 https://t.co/BwTH3obuBE,  I flew Delta for years and never had a problem until today. Shit is crazy. I’m supposed to be at an event that starts at 6 😢 
441,@KaConfessor @ZC_Crypto I stopped IG last year December when the people I know followed me as if it was my private account then I knew I should stop posting my work since they wanna compare where I am with life. December I was a ghost until today they wonder. Imma use my website.,  I stopped IG last year December when the people I know followed me as if it was my private account then I knew I should stop posting my work since they wanna compare where I am with life. December I was a ghost until today they wonder. Imma use my website.
442,I am not sure why all these Fuds on #saitama so if the #SaitaReality not out then you leave 🤣🤣🤣👀 come on i jumped on #Saitama since July 2021 until today nothing changed 👀 💯 #SaitamaWolfPack 🐺 #Crypto #ETH #Bitcoin #NFT #HODL #Binance,I am not sure why all these Fuds on saitama so if the SaitaReality not out then you leave 🤣🤣🤣👀 come on i jumped on Saitama since July 2021 until today nothing changed 👀 💯 SaitamaWolfPack 🐺 Crypto ETH Bitcoin NFT HODL Binance
443,"@matthewcarano you've missed the point. it's not up to the DAO how the money is spent -- in fact Ukraine didn't share until today whether and how it had started spending the crypto. what is being celebrated is the speed and effectiveness of mobilizing Web3 people using a DAO, not weapons."," you've missed the point. it's not up to the DAO how the money is spent -- in fact Ukraine didn't share until today whether and how it had started spending the crypto. what is being celebrated is the speed and effectiveness of mobilizing Web3 people using a DAO, not weapons."
444,"Love how much I learned from the days I started doing crypto until today. Experience equals money. 
Shut up and hold. #Rihanna #Saitama #SaitamaWolfPack #cryptocurrency #BTC #binance",Love how much I learned from the days I started doing crypto until today. Experience equals money.  Shut up and hold. Rihanna Saitama SaitamaWolfPack cryptocurrency BTC binance
445,"I made this 'bar chart race' to show the percentage of change below ATH for the top 30 cryptocurrencies (by market cap).

It starts ∼1 year ago and for each coin it shows the data after ATH.

Worst performers (until today): ICP, BHC, DOGE
#dataviz #crypto #100DaysOfCode https://t.co/MUwuIAKEzv","I made this 'bar chart race' to show the percentage of change below ATH for the top 30 cryptocurrencies (by market cap).  It starts ∼1 year ago and for each coin it shows the data after ATH.  Worst performers (until today): ICP, BHC, DOGE dataviz crypto 100DaysOfCode "
446,@steveb_crypto @zxckblxck @LazyLionsNFT This is nothing about the community bro its about the management thats attacking people in your community. I love lazy lions community thats why im tuned in. Lions are active asf im just saying yall need to check your mods before they wreck you. I wanted a lion until today,   This is nothing about the community bro its about the management thats attacking people in your community. I love lazy lions community thats why im tuned in. Lions are active asf im just saying yall need to check your mods before they wreck you. I wanted a lion until today
447,"(15/19)
A good example of a proper implementation is for example @crypto_raiders 
They only raised 300k in the beginning and ask them now how many employees they have and how much money they have invested themselves and how many endless hours of work they have put in until today.",(15/19) A good example of a proper implementation is for example   They only raised 300k in the beginning and ask them now how many employees they have and how much money they have invested themselves and how many endless hours of work they have put in until today.
448,@crypto_deb @AndyLe31390005 Best investment? 🤔 Since Nov 2021 until today Mar 2022... it's still $lnr ...that coin for the #lunardefi eco which currently being developed by the @lnrdefi team... 🙂,  Best investment? 🤔 Since Nov 2021 until today Mar 2022... it's still $lnr ...that coin for the lunardefi eco which currently being developed by the  team... 🙂
449,@duke5021 @OneOfNFT @DukeNBA @DukeMBB Nice! I wish I had that kind of money to spend on an nft. I've been holding crypto since 2020 and never owned an nft until today. I'm happy with my first one. :),    Nice! I wish I had that kind of money to spend on an nft. I've been holding crypto since 2020 and never owned an nft until today. I'm happy with my first one. :)
450,"📣 ONLY 1 HOUR TO GO UNTIL TODAY'S #AMA LIVE ON TWITTER SPACES 📣

Don't miss it!
https://t.co/DnUTLpz0kw

#RocketCrew #UnifyDefi #Binance #RocketBUSD #Crypto #DeFi#News https://t.co/cfgnyN2nK4",📣 ONLY 1 HOUR TO GO UNTIL TODAY'S AMA LIVE ON TWITTER SPACES 📣  Don't miss it!   RocketCrew UnifyDefi Binance RocketBUSD Crypto DeFiNews 
451,"@Sinthoid @acid_rain @bennjordan China banned cryptocurrencies, not blockchain 🙄

Also you claimed the biggest economies in the world banned crypto. Until today the countries which banned it are Egypt, Iraq, Qatar, Oman, Morocco, Algeria, Tunisia, Bangladesh, and China. 

If this is your ""research"", well lol","   China banned cryptocurrencies, not blockchain 🙄  Also you claimed the biggest economies in the world banned crypto. Until today the countries which banned it are Egypt, Iraq, Qatar, Oman, Morocco, Algeria, Tunisia, Bangladesh, and China.   If this is your ""research"", well lol"
452,I went to wire money from a big bank yesterday afternoon to send earnest  money to escrow. I was told it wouldn't send until today because their wire department is on the east coast. Traditional banks are so fucked as crypto continues to gain adoption.,I went to wire money from a big bank yesterday afternoon to send earnest  money to escrow. I was told it wouldn't send until today because their wire department is on the east coast. Traditional banks are so fucked as crypto continues to gain adoption.
453,"Crypto *faithful* until today: crypto isn't political! 
Crypto *faithful* today: [truth comes out]

https://t.co/SJfqF5AESp",Crypto *faithful* until today: crypto isn't political!  Crypto *faithful* today: [truth comes out]  
454,"It’s never been so clear until today as to why some Parents put a leash on their children…these little humans running across/in the mall cutting people off and having to dodge them. Much love putting my agility to the test but I’m good.

#NFTCommunity #TwitterNFT #web3 #Crypto",It’s never been so clear until today as to why some Parents put a leash on their children…these little humans running across/in the mall cutting people off and having to dodge them. Much love putting my agility to the test but I’m good.  NFTCommunity TwitterNFT web3 Crypto
455,"@feminiverse Didn't know her until today.

Hey #ICPFamily 💚 join too and good luck🤞with #ICP #NFTgiveways.

@SportsSuperTips
@neela_crypto
@JAngleton78
@Icke152
@buzzboyccc
@twitjhc
@kod_nguyen
@fanfanion
@IheukwumereP
@grayghost

$ICP #InternetComputer #NFT", Didn't know her until today.  Hey ICPFamily 💚 join too and good luck🤞with ICP NFTgiveways.             $ICP InternetComputer NFT
456,"@BlockchainFone, are you kidding? I made a withdrawal in the CRYPTO card App, until today it has not fallen into the wallet, I have already sent an email message, and they do not solve anything. ""pending"" answer have no deposit hash. and you want the user to solve it himself
...",", are you kidding? I made a withdrawal in the CRYPTO card App, until today it has not fallen into the wallet, I have already sent an email message, and they do not solve anything. ""pending"" answer have no deposit hash. and you want the user to solve it himself ..."
457,"I was a crypto skeptic until today. Msging some friends in Ukraine asking how to help and one said ""Do you have any ether...the banks aren't working over here""@coinbase takes almost 2wks after new sign up to send assets but I was able to sign up and send ETH w/@MetaMask same day! https://t.co/zwBcHvBlPC https://t.co/w1LEMoaUOu","I was a crypto skeptic until today. Msging some friends in Ukraine asking how to help and one said ""Do you have any ether...the banks aren't working over here"" takes almost 2wks after new sign up to send assets but I was able to sign up and send ETH w/ same day!  "
458,I never understood how bad fudding was . Until today . It’s sooooooo unnecessary #Crypto #Fudders,I never understood how bad fudding was . Until today . It’s sooooooo unnecessary Crypto Fudders
459,@Crypto_RuyterNL @Kusamaximalist @MoonbeamNetwork 1.80$ until today 😅,   1.80$ until today 😅
460,"My craziest crypto story

I posted about $APOLLO @ $9m MC at @BHInsights_ after buying the dip on Jan 20.

Was only looking to 2x but didn’t get to sell and forgot about it after. Turns out @ApolloInuToken is up 10x since, now a 7 figure position without me realizing until today. https://t.co/IvNucrx42C","My craziest crypto story  I posted about $APOLLO @ $9m MC at  after buying the dip on Jan 20.  Was only looking to 2x but didn’t get to sell and forgot about it after. Turns out  is up 10x since, now a 7 figure position without me realizing until today. "
461,"I was complaining that @opensea_support has not come back to sort out my problem. And until today I am still waiting for any response. Kind of disappointing 🙁

#Crypto #NFTCommunity #NFTs ##NFT https://t.co/GupNbPx4VJ",I was complaining that  has not come back to sort out my problem. And until today I am still waiting for any response. Kind of disappointing 🙁  Crypto NFTCommunity NFTs NFT 
462,"Anybody feel like this pretty much explains November until today in crypto 😂.
#btc #ETH #Avalanche #MATIC #HODL https://t.co/yICYQzW4jQ",Anybody feel like this pretty much explains November until today in crypto 😂. btc ETH Avalanche MATIC HODL 
463,"Until today, investing in the world of football was a privilege of the few, but now you have a real opportunity to be an investor in the global football business!

#nft #opensea #wca #nftart #worldcupapes #3d #3dart #eth #ethereum #crypto #btc #bitcoin https://t.co/c6lmMuQptS","Until today, investing in the world of football was a privilege of the few, but now you have a real opportunity to be an investor in the global football business!  nft opensea wca nftart worldcupapes 3d 3dart eth ethereum crypto btc bitcoin "
464,"@Cryptocom_Insto @cryptocom Unfortunately, you wait for months until you get the card - I have not received the card until today - very sad.","  Unfortunately, you wait for months until you get the card - I have not received the card until today - very sad."
465,"@iamstevencooper @Fets4liberty Yeah Steven exactly, as I stepped into crypto I started with Shib and until today holding no sell ever, and today noone mentioned exactly Shib but anyways looked promising, I think only once @itskac mentioned that #SHIB is King 👑 and she is huge motivator for #SHIBARMY 🧡","  Yeah Steven exactly, as I stepped into crypto I started with Shib and until today holding no sell ever, and today noone mentioned exactly Shib but anyways looked promising, I think only once  mentioned that SHIB is King 👑 and she is huge motivator for SHIBARMY 🧡"
466,"We talked about this toward the end as an idea but one thing I hadn’t considered until today. You can round up into $UST using @RoundlyX . Use your cards, spare change round up into crypto and more. They’re partnered with @Okcoin for this and other native tokens.","We talked about this toward the end as an idea but one thing I hadn’t considered until today. You can round up into $UST using  . Use your cards, spare change round up into crypto and more. They’re partnered with  for this and other native tokens."
467,"To end thread, conspiracies claiming CUP Young Turks were stooges of Zionists and Jews go back to this era, existing until today (and extend to Ataturk). Yet now they are considered Crypto-Jews, as we see yesterday w/tweet of this ""scholar"" claiming Enver Pasha was a secret Jew. https://t.co/VQcVNoYCz1","To end thread, conspiracies claiming CUP Young Turks were stooges of Zionists and Jews go back to this era, existing until today (and extend to Ataturk). Yet now they are considered Crypto-Jews, as we see yesterday w/tweet of this ""scholar"" claiming Enver Pasha was a secret Jew. "
468,"@dhh is the creator of Ruby on Rails. He was one of the most famous developer who against crypto for a long long time until today. 

https://t.co/RBzOk6sMBY", is the creator of Ruby on Rails. He was one of the most famous developer who against crypto for a long long time until today.   
469,"@JesseOlson @newsforextrader @Kellykellam @TheRealPlanC @jclcapital @TechDev_52 @crypto_birb it is possible that it will test again, but I remember the $9k gap that is open until today","       it is possible that it will test again, but I remember the $9k gap that is open until today"
470,@iamnomon @useGALLERY @crypto_coven take your time! i did the same until today :),   take your time! i did the same until today :)
471,I picked the wrong time to go in on crypto .. should have waited until today . Shit is crashing,I picked the wrong time to go in on crypto .. should have waited until today . Shit is crashing
472,one of the most truthful interviews of crypto space until today. https://t.co/HdROl2Yknj,one of the most truthful interviews of crypto space until today. 
473,"Love how crypto is so easy to do money

99% of what big people do on CEX is rule 575 violation on CME 

Until today i didn't realize how easy mode we all are",Love how crypto is so easy to do money  99% of what big people do on CEX is rule 575 violation on CME   Until today i didn't realize how easy mode we all are
474,@Venmo you held on to the proceeds of a crypto sale for 5 days with no explanation until today when I was told it was a technical glitch. At the very least I would like a rebate of the transaction fees., you held on to the proceeds of a crypto sale for 5 days with no explanation until today when I was told it was a technical glitch. At the very least I would like a rebate of the transaction fees.
475,"@cardano_whale Exactly right. Similar stupidity going on in crypto as in religion („my god is better than your good“/ „you’ll go to hell if you don’t believe …“ ) … all this creates separation, exclusion and wars from 2000 years ago until today. Crypto should be open and inclusive!"," Exactly right. Similar stupidity going on in crypto as in religion („my god is better than your good“/ „you’ll go to hell if you don’t believe …“ ) … all this creates separation, exclusion and wars from 2000 years ago until today. Crypto should be open and inclusive!"
476,"Idk if it was just me, but up until today's attempt I wasn't able to get @DoorDash to work on my @cryptocom card 🙌🏿. Gonna continue experimenting with putting RSO into my food instead of smoking 🙌🏿. https://t.co/xLDY4FXAP1","Idk if it was just me, but up until today's attempt I wasn't able to get  to work on my  card 🙌🏿. Gonna continue experimenting with putting RSO into my food instead of smoking 🙌🏿. "
477,"🧵📢
Until today Switzerland was the most ""pleasant"" country for crypto holders but now there is a NEW player in Europe .  
Portugal, Has become a very attractive country for bitcoin holders.
 #Bitcoin #NFT #NFTCommmunity","🧵📢 Until today Switzerland was the most ""pleasant"" country for crypto holders but now there is a NEW player in Europe .   Portugal, Has become a very attractive country for bitcoin holders.  Bitcoin NFT NFTCommmunity"
478,$SCRT is flipping $ROSE Slowly the crypto peeps get on it what is real and what is fake in terms of privacy. @SecretNetwork  until today the only L1 with private smart contracts ! You can't fake it to make it ... https://t.co/7meHgZ1nK3,$SCis flipping $ROSE Slowly the crypto peeps get on it what is real and what is fake in terms of privacy.   until today the only L1 with private smart contracts ! You can't fake it to make it ... 
479,"} y'all don't understand 

crypto was the only way out of the Canadian banking system

I was my own bank until today

Canada ruined that with the crypto ban

crypto is a decentralization &amp; BTC is the hedge against inflation but not a 100% a way out of centralization yet",} y'all don't understand   crypto was the only way out of the Canadian banking system  I was my own bank until today  Canada ruined that with the crypto ban  crypto is a decentralization &amp; BTC is the hedge against inflation but not a 100% a way out of centralization yet
480,I was against crypto until today. I can now clearly why it’s needed for our freedom... https://t.co/6SiYn8j46C,I was against crypto until today. I can now clearly why it’s needed for our freedom... 
481,I didn’t see this LeBron crypto commercial until today. Technology is scary.,I didn’t see this LeBron crypto commercial until today. Technology is scary.
482,I never understood crypto... until today. 😬 https://t.co/DNzNhysC3M,I never understood crypto... until today. 😬 
483,"I started with $50, and within 48 hours received just under $200 dollars in crypto currency that I had not been expecting. I went on over the coming months to refine the process through trial and error until today, 
#فتح_حق_کی_ہوگی","I started with $50, and within 48 hours received just under $200 dollars in crypto currency that I had not been expecting. I went on over the coming months to refine the process through trial and error until today,  فتح_حق_کی_ہوگی"
484,@nic__carter Way more hype around SNL. I did not know there were so many crypto ads until today., Way more hype around SNL. I did not know there were so many crypto ads until today.
485,"@Crypto_J001 @oldladycrypto The problem is that the supply didnt get put into the DEAD wallet until today.  prior to that the burn supply was in the owners wallet and the owners wallet was excluded from rewards.
this mean if reflections go to the wallets based on wallet size, the DEAD wallet got cheated.","  The problem is that the supply didnt get put into the DEAD wallet until today.  prior to that the burn supply was in the owners wallet and the owners wallet was excluded from rewards. this mean if reflections go to the wallets based on wallet size, the DEAD wallet got cheated."
486,"@Crypto_Steven1 @LillyFinance lol... you're wrong but sure. To enlighten you.. the contract the ""third contract"" by the way since the separation from Saitama had many questionable red flags, they were advised not to launch and still proceeded. You didn't lock liquidity until today, when they were called out?","  lol... you're wrong but sure. To enlighten you.. the contract the ""third contract"" by the way since the separation from Saitama had many questionable red flags, they were advised not to launch and still proceeded. You didn't lock liquidity until today, when they were called out?"
487,@cryptocom What is delivery time after ordering the card ? I ordered mine begin December and until today nothing received yet 🤷‍♂️🤷‍♂️, What is delivery time after ordering the card ? I ordered mine begin December and until today nothing received yet 🤷‍♂️🤷‍♂️
488,The only reference and source for investing in Crypto is your IQ. No influencer or expert should ever influence your decisions. I got into Saitama and only Saitama because I have read their convincing whitepaper. Until today I have no idea who the inlfuencers are. Don't be fooled,The only reference and source for investing in Crypto is your IQ. No influencer or expert should ever influence your decisions. I got into Saitama and only Saitama because I have read their convincing whitepaper. Until today I have no idea who the inlfuencers are. Don't be fooled
489,#ShiryoArmy I never once mention @LillyFinance on my tweet until today. The #Crypto community deserve an explanation from @DelCrxpto regarding what happened during the so call “fair launch.”,ShiryoArmy I never once mention  on my tweet until today. The Crypto community deserve an explanation from  regarding what happened during the so call “fair launch.”
490,"Hey my dear #hex‘n #pulse friends! I‘m not really new in the crypto world and I have seen some really fancy stuff. Of course I also heard about this PeterMC but was never really interested in him. Until today, where I saw the talk with Richard Heart back in 2019….","Hey my dear hex‘n pulse friends! I‘m not really new in the crypto world and I have seen some really fancy stuff. Of course I also heard about this PeterMC but was never really interested in him. Until today, where I saw the talk with Richard Heart back in 2019…."
491,imagine signing up to Wealthsimple crypto 6 months ago and being unable to withdraw your BTC or ETH until today. fuckin amateurs,imagine signing up to Wealthsimple crypto 6 months ago and being unable to withdraw your BTC or ETH until today. fuckin amateurs
492,"Enter the Epic Brawl between the true Legends of the Crypto World! The first #NFTGame that dives into the evolution of the Crypto space, from Satoshi until today. 
Play, Stake and Earn! Collect and level-up your favorite Legends to fight in the CLBMetaverse. Lands, Pets and more!","Enter the Epic Brawl between the true Legends of the Crypto World! The first NFTGame that dives into the evolution of the Crypto space, from Satoshi until today.  Play, Stake and Earn! Collect and level-up your favorite Legends to fight in the CLBMetaverse. Lands, Pets and more!"
493,@TNG_Crypto @TruNorthGaming you know that was from october. I have felt this way the past 2 months &amp; have not had any contact with you since december 2nd up until today. I could totally make a twitlonger but thought I would keep it nice. super professional crypto,  you know that was from october. I have felt this way the past 2 months &amp; have not had any contact with you since december 2nd up until today. I could totally make a twitlonger but thought I would keep it nice. super professional crypto
494,@AguyAd @hans_the_crypto I was until today :) lived and studied there for 6 years,  I was until today :) lived and studied there for 6 years
495,"@btcfeen Mhm most crypto participants said in 2016 until today that this hack was dubious and finex was part of this. It doesn't look like that. So maybe they are not that bad.
.", Mhm most crypto participants said in 2016 until today that this hack was dubious and finex was part of this. It doesn't look like that. So maybe they are not that bad. .
496,Welp it was a fun week in crypto until today,Welp it was a fun week in crypto until today
497,@muratpak Never heard of crypto before until today., Never heard of crypto before until today.
498,I haven’t watched crypto so closely until today. $btc do me a favor and break these resistance levels,I haven’t watched crypto so closely until today. $btc do me a favor and break these resistance levels
499,@steveb_crypto @NftUae @nftworldsNFT There are a lot of 'old' wallets with ETH bought in 2017 for a few bucks. The hard part was to hodl them until today 😅,   There are a lot of 'old' wallets with ETH bought in 2017 for a few bucks. The hard part was to hodl them until today 😅
500,@CopelandCole3 @JRKau1 @paulkrugman Old white guy Cole over here with the slams! Take a look at the BTC chart from 12 years ago until today. Average 100% annual return. Tulips lasted 3 years. Odd that this crypto bubble has been going on for 12 years 🤔 Stay woke and broke Cole,   Old white guy Cole over here with the slams! Take a look at the BTC chart from 12 years ago until today. Average 100% annual return. Tulips lasted 3 years. Odd that this crypto bubble has been going on for 12 years 🤔 Stay woke and broke Cole
501,"They have opened Discord yesterday and giving WL to everyone who joins until today!😱

▪️NFT as a Premium licence for the current Spendee app and upcoming NFT and Crypto apps...
▪️doxxed founders/team/investors
▪️3M+ users
▪️founded 2017

DYOR @spendeeapp #NFTdrop #NFTwhitelist https://t.co/Dn3OHH7K0m",They have opened Discord yesterday and giving WL to everyone who joins until today!😱  ▪️NFT as a Premium licence for the current Spendee app and upcoming NFT and Crypto apps... ▪️doxxed founders/team/investors ▪️3M+ users ▪️founded 2017  DYOR  NFTdrop NFTwhitelist 
502,"Dear Banks sorry for the inconvenience u had made enough money to be retired  overdraft fees ,interest rates etc..from day one until today crypto like @dogecoin @DogelonMars will take over for this generation and thanks for ur service 

Sincerely the dog’s voice","Dear Banks sorry for the inconvenience u had made enough money to be retired  overdraft fees ,interest rates etc..from day one until today crypto like   will take over for this generation and thanks for ur service   Sincerely the dog’s voice"
503,"@chaddwhale @Crypto_Penn I have never once invested in this project, nor heard of it until today. Only reason it popped up in my TL is because of Elon's name. But nice try 🙃","  I have never once invested in this project, nor heard of it until today. Only reason it popped up in my TL is because of Elon's name. But nice try 🙃"
504,"@TheRealPlanC @MatthewHyland_ @CryptoValerio @M_Ernest_ @OnChainCollege @MattchengBtm @JohalMiles @crypto_futur @TheCryptoZombie @KevinSvenson_ @BTCfuel Shorter bottoming zone this time around. Likely because the majority of market participants are long term holders and ther's less liquidity to be taken.
 Interesting chart btw. Can we see a macro view, say from 2019 until today?","           Shorter bottoming zone this time around. Likely because the majority of market participants are long term holders and ther's less liquidity to be taken.  Interesting chart btw. Can we see a macro view, say from 2019 until today?"
505,"@psycho_sage I trade,  that was short term analysis on BTC vs Equities correlation

You can try to troll but it was 100% accurate 

BTC/crypto- until today we're weak against the SPX

That's just a fact - not sensationalism"," I trade,  that was short term analysis on BTC vs Equities correlation  You can try to troll but it was 100% accurate   BTC/crypto- until today we're weak against the SPX  That's just a fact - not sensationalism"
506,Amazing how CT woke up. It’s like they all stopped posting &amp; took a vacation until today. Check my history &amp; I never left you fam. I was dropped ranging #alts so you could still catch gains. Now all you have to do is study all the charts I dropped in the last 2 weeks. #crypto #TA https://t.co/fa2aJBUSL8,Amazing how CT woke up. It’s like they all stopped posting &amp; took a vacation until today. Check my history &amp; I never left you fam. I was dropped ranging alts so you could still catch gains. Now all you have to do is study all the charts I dropped in the last 2 weeks. crypto TA 
507,"Were you aware of this???

You can package and sell your veCRV boost to OTHERS as an #NFT?! How come I didn't know about this until today?

 $CRV #CRV #CryptocurrencyNews $HAKA $CVR $UNO #TA #Crypto #NFTs #NFTCollection #NFTdrop https://t.co/agqdFlHPE2",Were you aware of this???  You can package and sell your veCRV boost to OTHERS as an NFT?! How come I didn't know about this until today?   $CRV CRV CryptocurrencyNews $HAKA $CVR $UNO TA Crypto NFTs NFTCollection NFTdrop 
508,"📣 ONLY 1 HOUR TO GO UNTIL TODAY'S #AMA LIVE ON TWITTER SPACES 📣

Some big updates coming, make sure you don't miss it!

#RocketCrew #UnifyDefi #Binance #RocketBUSD #Crypto #DeFi #News https://t.co/oiKYk2Yr0r","📣 ONLY 1 HOUR TO GO UNTIL TODAY'S AMA LIVE ON TWITTER SPACES 📣  Some big updates coming, make sure you don't miss it!  RocketCrew UnifyDefi Binance RocketBUSD Crypto DeFi News "
509,"Up until today, it was believed that $LRC would be the official crypto of the $GME NFT marketplace. Turns out it’s actually $IMX. Looks like you can’t always trust LinkedIn future job posts!","Up until today, it was believed that $LRC would be the official crypto of the $GME NFT marketplace. Turns out it’s actually $IMX. Looks like you can’t always trust LinkedIn future job posts!"
510,"@_Crypto_Nick_ @StinkyCubert @BarterBlex Honestly, I've never even seen one of their giveaways until today. Feel like I've been missing out.","   Honestly, I've never even seen one of their giveaways until today. Feel like I've been missing out."
511,@Fibonacci4236 @realFUD @ChrisHarrisADG NOTHING - it’s not another crypto. I honestly haven’t even heard of drip until today😂,   NOTHING - it’s not another crypto. I honestly haven’t even heard of drip until today😂
512,@crob87303744 @crypto_banter @cryptomanran I didn't see it until today.,   I didn't see it until today.
513,"@PixieKittie_ @cashmoneyyyyyz @HeresHavi @Dexerto I got my CC get scammed, i collect all the proof &amp; evidence that i didn't did that online payment so i won't pay it, the Bank literally blacklist me. until today i can't apply any CC from any Bank.

Fuckin A. 

That's why i love the idea of Decentralization that Crypto offer.","    I got my CC get scammed, i collect all the proof &amp; evidence that i didn't did that online payment so i won't pay it, the Bank literally blacklist me. until today i can't apply any CC from any Bank.  Fuckin A.   That's why i love the idea of Decentralization that Crypto offer."
514,"Warning! #Bittrex just stole my #Crypto. I gave them 7 documents on 11/17/21 for KYC and proof of net worth. They ignored it until today, now claiming I haven't submitted anything and thus they keep what I have. I have contacted the financial regulars of Liechtenstein 1/2","Warning! Bittrex just stole my Crypto. I gave them 7 documents on 11/17/21 for KYC and proof of net worth. They ignored it until today, now claiming I haven't submitted anything and thus they keep what I have. I have contacted the financial regulars of Liechtenstein 1/2"
515,"@johnnyr06245592 @Chris22010391 @Bitboy_Crypto @BoredApeYC @Pluto_Alliance @GutterCatGang @doodles @TheFacelessMany @Gnogen @ElrondApes @ElrondDucks I will check it out. I have heard of Elrond, but I will admit I have not used it, wallets, or knew they even had NFT's until today. I would assume it is very early.","           I will check it out. I have heard of Elrond, but I will admit I have not used it, wallets, or knew they even had NFT's until today. I would assume it is very early."
516,I forgot about this bet I made with someone online a few months ago. They were hyped on crypto I call it a scam. The plan was to invest $10 and let it sit until today. They had enough to buy a bag of chips... a small one. I have enough to get a nice pizza.  I won,I forgot about this bet I made with someone online a few months ago. They were hyped on crypto I call it a scam. The plan was to invest $10 and let it sit until today. They had enough to buy a bag of chips... a small one. I have enough to get a nice pizza.  I won
517,"It's ok the rugged in what was probably the most sophisticated scam in crypto until today.
But if you give the same guy(s) money again, you really should get your brain checked...","It's ok the rugged in what was probably the most sophisticated scam in crypto until today. But if you give the same guy(s) money again, you really should get your brain checked..."
518,"@TheMoonCarl Bought my very first crypto on 04/01/2018. It was XRP, the very next day it bombed...Doh!! But still holding and DCA'd up until today. Never gonna give up."," Bought my very first crypto on 04/01/2018. It was XRP, the very next day it bombed...Doh!! But still holding and DCA'd up until today. Never gonna give up."
519,1st crypto bought on 2017 was $ETH followed by $BTC then $XRP. And until today they're still with me my gosh haha.,1st crypto bought on 2017 was $ETH followed by $BTC then $XRP. And until today they're still with me my gosh haha.
520,@Atechi18 @BinanceUS after I have deposited my crypto on a similar platform and until today I can not withdraw ... I still cannot believe that such platforms exist... so I am happy to look at the offer🧐,  after I have deposited my crypto on a similar platform and until today I can not withdraw ... I still cannot believe that such platforms exist... so I am happy to look at the offer🧐
521,I genuinely thought Wordles were some form of NFT or crypto until today. @USAquarium posted about it and then I got suspicious.,I genuinely thought Wordles were some form of NFT or crypto until today.  posted about it and then I got suspicious.
522,"@QuamfyKazi By the way, those 20% for my bank account already cover all of my investments in crypto until today, plus a ROI about 900%."," By the way, those 20% for my bank account already cover all of my investments in crypto until today, plus a ROI about 900%."
523,"@zhusu Utter rubbish!

Mask mandates were in place until today.

 Embracing crypto yeah right! High Street banks VERY against it and can get your bank account locked down.

Want to sack any nurses/doctors that don't get jabbed by a certain date

Becareful what you read and believe guys.", Utter rubbish!  Mask mandates were in place until today.   Embracing crypto yeah right! High Street banks VERY against it and can get your bank account locked down.  Want to sack any nurses/doctors that don't get jabbed by a certain date  Becareful what you read and believe guys.
